root_height	pop_size	pi_net	pi_within
0.03009934	0.005159262	0.0602233333333	0.00496666666667
0.04206144	0.001686704	0.0602555555556	0.00494444444444
0.02687967	0.003259748	0.0600888888889	0.00501111111111
0.03199487	0.0045797	0.0597555555556	0.00494444444444
0.03469905	0.004002606	0.0601777777778	0.00492222222222
0.03718716	0.004551611	0.0599777777778	0.00502222222222
0.02427096	0.002158568	0.0596622222222	0.00497777777778
0.03040301	0.00334634	0.0604	0.005
0.0427258	0.002854376	0.0595666666667	0.00493333333333
0.02352381	0.003934948	0.0604888888889	0.00501111111111
0.03134478	0.003845327	0.0606222222222	0.00497777777778
0.0308729	0.003729654	0.0606111111111	0.00498888888889
0.03438159	0.002578455	0.0605777777778	0.00492222222222
0.03101694	0.004205379	0.0596	0.0049
0.02738906	0.002449844	0.0598444444444	0.00505555555556
0.02734317	0.00308419	0.0594777777778	0.00492222222222
0.0400918	0.00640626	0.0604555555556	0.00504444444444
0.03723116	0.002527523	0.0601333333333	0.00506666666667
0.03369616	0.004695338	0.0593444444444	0.00495555555556
0.03417686	0.005579645	0.0604222222222	0.00487777777778
0.02023865	0.002287369	0.0594666666667	0.00503333333333
0.02919785	0.003472949	0.0597333333333	0.00486666666667
0.02447139	0.005781042	0.0600222222222	0.00507777777778
0.03147524	0.002793916	0.0600444444444	0.00485555555556
0.02802586	0.004494439	0.0593011111111	0.00498888888889
0.03617572	0.001506836	0.0602222222222	0.00507777777778
0.03459826	0.003879318	0.0602222222222	0.00507777777778
0.04552246	0.002597319	0.0604333333333	0.00506666666667
0.03427491	0.003236532	0.0607	0.0049
0.03719453	0.001729487	0.0606555555556	0.00504444444444
0.03304571	0.00334876	0.0599111111111	0.00508888888889
0.03450509	0.00347099	0.0605333333333	0.00506666666667
0.03680297	0.004443925	0.0595333333333	0.00486666666667
0.03428857	0.004170844	0.0604444444444	0.00485555555556
0.03263453	0.002168826	0.0597555555556	0.00484444444444
0.03518476	0.002440608	0.0609111111111	0.00498888888889
0.03940732	0.006661792	0.0604111111111	0.00508888888889
0.03401094	0.0043759	0.0595222222222	0.00507777777778
0.03731831	0.00387585	0.0597666666667	0.00483333333333
0.02963095	0.003100113	0.0610222222222	0.00497777777778
0.03692299	0.003198766	0.0602888888889	0.00511111111111
0.02412255	0.004696271	0.0605066666667	0.00483333333333
0.03137072	0.0057447	0.0609777777778	0.00502222222222
0.03422596	0.002899779	0.0590577777778	0.00492222222222
0.03454258	0.002833447	0.0603777777778	0.00482222222222
0.03582179	0.004133934	0.0596088888889	0.00511111111111
0.03792961	0.003164453	0.0594666666667	0.00483333333333
0.03573715	0.002816438	0.0594666666667	0.00483333333333
0.0245119	0.00594776	0.0590666666667	0.00503333333333
0.03293182	0.003148308	0.0589888888889	0.00501111111111
0.03197293	0.003407115	0.0589555555556	0.00494444444444
0.03637255	0.004764049	0.0609444444444	0.00505555555556
0.03572423	0.002199706	0.0606666666667	0.00483333333333
0.02338261	0.003285	0.0589777777778	0.00502222222222
0.03079968	0.00246728	0.059	0.0049
0.02252949	0.005410236	0.0592555555556	0.00484444444444
0.02559829	0.004587632	0.0591233333333	0.00506666666667
0.03130775	0.005350495	0.0602666666667	0.00513333333333
0.0340912	0.003452762	0.0610444444444	0.00505555555556
0.03078128	0.00365308	0.0588555555556	0.00494444444444
0.03496189	0.002506325	0.0612111111111	0.00498888888889
0.03352861	0.002606401	0.0612222222222	0.00497777777778
0.03095836	0.005346288	0.0588444444444	0.00495555555556
0.02638489	0.002945282	0.0599555555556	0.00514444444444
0.03269563	0.003354309	0.0611111111111	0.00488888888889
0.03432291	0.002403471	0.0603111111111	0.00478888888889
0.03086855	0.002394742	0.0606888888889	0.00481111111111
0.03436457	0.003896155	0.0603555555556	0.00514444444444
0.02832393	0.004203816	0.0609555555556	0.00484444444444
0.02990588	0.005131211	0.0612922222222	0.00497777777778
0.02857223	0.004392834	0.0607488888889	0.00481111111111
0.03062014	0.003357697	0.0605555555556	0.00514444444444
0.03179699	0.003739989	0.0588444444444	0.00505555555556
0.03388285	0.003601909	0.0612222222222	0.00487777777778
0.03025483	0.002478076	0.0587666666667	0.00503333333333
0.04025767	0.003382619	0.0593555555556	0.00514444444444
0.02734644	0.00290171	0.0597033333333	0.00516666666667
0.03354169	0.002830122	0.0589666666667	0.00483333333333
0.02837822	0.003949776	0.0593444444444	0.00515555555556
0.02684878	0.002261946	0.0603222222222	0.00517777777778
0.03296565	0.004040259	0.0610777777778	0.00512222222222
0.0260604	0.004544051	0.0611477777778	0.00482222222222
0.03278748	0.004140004	0.061	0.0048
0.02788556	0.003724663	0.0599111111111	0.00518888888889
0.03511275	0.004483678	0.0607133333333	0.00476666666667
0.03116001	0.002246449	0.0610666666667	0.00513333333333
0.03815702	0.003490655	0.0588	0.0051
0.03364182	0.002357951	0.0608333333333	0.00476666666667
0.0297992	0.00356647	0.0603	0.0052
0.01280488	0.005876496	0.0587777777778	0.00482222222222
0.03505007	0.00535796	0.0584555555556	0.00494444444444
0.03492466	0.003193548	0.0615666666667	0.00503333333333
0.03631057	0.003013182	0.0612777777778	0.00512222222222
0.03222544	0.003733816	0.0584666666667	0.00503333333333
0.03349972	0.005272742	0.0584111111111	0.00498888888889
0.0390526	0.002269724	0.0612888888889	0.00481111111111
0.03075162	0.002636485	0.0589111111111	0.00478888888889
0.03186263	0.002432177	0.0584	0.005
0.03187427	0.00381785	0.0613777777778	0.00482222222222
0.02767835	0.003426012	0.0616922222222	0.00497777777778
0.03560729	0.005790155	0.0613888888889	0.00511111111111
0.01443909	0.005583187	0.0591222222222	0.00517777777778
0.03708221	0.003802063	0.0604388888889	0.00521111111111
0.02903067	0.002937595	0.0587666666667	0.00513333333333
0.02792519	0.003507697	0.0584	0.0049
0.03359616	0.002972342	0.0608555555556	0.00474444444444
0.03622054	0.004255639	0.0583333333333	0.00496666666667
0.03129589	0.003889574	0.0613777777778	0.00512222222222
0.01776093	0.002584791	0.0583355555556	0.00494444444444
0.0326756	0.003236721	0.0598888888889	0.00471111111111
0.03708274	0.003862872	0.0615555555556	0.00484444444444
0.03134011	0.003382389	0.0583111111111	0.00498888888889
0.02991898	0.002531158	0.0616333333333	0.00486666666667
0.02379197	0.005411428	0.0585888888889	0.00511111111111
0.02826714	0.004840007	0.0613666666667	0.00513333333333
0.03817876	0.004551682	0.05926	0.0052
0.03293502	0.002999683	0.0588222222222	0.00477777777778
0.03959234	0.004596037	0.0606788888889	0.00521111111111
0.02973681	0.003836259	0.0604777777778	0.00522222222222
0.03249679	0.00291128	0.0584222222222	0.00507777777778
0.03373901	0.002185428	0.0584222222222	0.00507777777778
0.03344834	0.004355214	0.0591666666667	0.00473333333333
0.03805148	0.003924011	0.0603666666667	0.00523333333333
0.02069233	0.00293725	0.0603666666667	0.00523333333333
0.03527713	0.005370134	0.0614666666667	0.00513333333333
0.03547678	0.003220748	0.0584111111111	0.00508888888889
0.03085472	0.002900645	0.0617333333333	0.00486666666667
0.0220663	0.003040146	0.0582177777778	0.00502222222222
0.03368542	0.003619076	0.0612444444444	0.00475555555556
0.03474972	0.005621109	0.0584888888889	0.00481111111111
0.0348125	0.002439116	0.0598555555556	0.00524444444444
0.02961628	0.004229244	0.0592777777778	0.00522222222222
0.04173273	0.003726448	0.0607888888889	0.00471111111111
0.03327311	0.005119511	0.0606	0.0047
0.0377531	0.003333333	0.0618666666667	0.00503333333333
0.03891225	0.002592628	0.0609777777778	0.00472222222222
0.0391988	0.003557502	0.0582222222222	0.00487777777778
0.02369726	0.004884084	0.0595211111111	0.00468888888889
0.03377219	0.002619483	0.0593	0.0047
0.03690624	0.003807022	0.0614333333333	0.00516666666667
0.02783089	0.002808426	0.0614333333333	0.00516666666667
0.03434374	0.002246171	0.0614333333333	0.00516666666667
0.03051933	0.001950891	0.0610888888889	0.00521111111111
0.04010606	0.004435558	0.0612	0.0052
0.03012238	0.003416975	0.0613111111111	0.00518888888889
0.03191659	0.0041313	0.0581411111111	0.00488888888889
0.0284009	0.002625486	0.0584655555556	0.00514444444444
0.03391251	0.001823696	0.0604222222222	0.00467777777778
0.03764339	0.00280665	0.0604444444444	0.00525555555556
0.02442853	0.00240343	0.0584	0.0048
0.03207972	0.006321578	0.0582666666667	0.00483333333333
0.03974189	0.003300664	0.0591666666667	0.00523333333333
0.03145446	0.002583587	0.0595522222222	0.00467777777778
0.03880626	0.002589291	0.0611777777778	0.00472222222222
0.03025589	0.003444605	0.0581222222222	0.00487777777778
0.0323384	0.003536862	0.0619333333333	0.00486666666667
0.03447101	0.004050356	0.0598333333333	0.00466666666667
0.02538152	0.002808984	0.0584444444444	0.00515555555556
0.03466572	0.002938121	0.06135	0.0052
0.03150744	0.003720281	0.0595333333333	0.00466666666667
0.03764389	0.001429689	0.0618	0.0048
0.03601985	0.004683303	0.0606333333333	0.00526666666667
0.04222807	0.002243222	0.0592222222222	0.00467777777778
0.0350544	0.002136233	0.0585555555556	0.00474444444444
0.01999894	0.004089003	0.0583444444444	0.00515555555556
0.02510349	0.00499198	0.0609444444444	0.00525555555556
0.02762305	0.004165493	0.0615	0.0052
0.03329243	0.004182257	0.0590444444444	0.00525555555556
0.03174644	0.002783092	0.0586888888889	0.00471111111111
0.02849378	0.002371951	0.0622111111111	0.00498888888889
0.02941482	0.005460334	0.0604555555556	0.00464444444444
0.03652688	0.001498049	0.0583444444444	0.00475555555556
0.02617766	0.00292902	0.0611222222222	0.00467777777778
0.04025276	0.002550489	0.0618333333333	0.00516666666667
0.02669045	0.004481793	0.0579122222222	0.00507777777778
0.02794308	0.003570052	0.0584888888889	0.00521111111111
0.03371529	0.0040471	0.0593555555556	0.00464444444444
0.01953102	0.003560939	0.0580666666667	0.00513333333333
0.02072382	0.003369446	0.0620777777778	0.00482222222222
0.03264057	0.003223232	0.0583111111111	0.00518888888889
0.03005031	0.006252837	0.0579688888889	0.00511111111111
0.03077278	0.001661089	0.0622888888889	0.00491111111111
0.02032514	0.003369167	0.0586	0.0047
0.02923845	0.00360152	0.0595	0.0053
0.03294472	0.004024593	0.0601777777778	0.00462222222222
0.03028918	0.003381712	0.0618111111111	0.00518888888889
0.03517819	0.001804948	0.0606666666667	0.00463333333333
0.03938613	0.004158644	0.0619822222222	0.00477777777778
0.03239139	0.004238975	0.0581133333333	0.00516666666667
0.04395942	0.002693313	0.06178	0.0052
0.02848808	0.003452019	0.0621	0.0048
0.02138074	0.004301836	0.0622355555556	0.00484444444444
0.0365642	0.003443402	0.0582111111111	0.00518888888889
