root_height	pop_size	pi_net	pi_within
0.02841936	0.003371158	0.0523666666667	0.00893333333333
0.02364551	0.005682851	0.0524688888889	0.00891111111111
0.03524136	0.006162334	0.0522588888889	0.00891111111111
0.02767806	0.006620865	0.0521933333333	0.00896666666667
0.02613745	0.003188614	0.05238	0.0089
0.02856305	0.004951133	0.0523111111111	0.00898888888889
0.03657982	0.003935296	0.0523	0.0089
0.03184776	0.008435128	0.0527933333333	0.00896666666667
0.03424142	0.005488842	0.0522311111111	0.00898888888889
0.0407156	0.003938229	0.0527888888889	0.00891111111111
0.02138427	0.005909944	0.0528844444444	0.00895555555556
0.03096708	0.003972105	0.0529044444444	0.00895555555556
0.03803751	0.004134353	0.0529555555556	0.00894444444444
0.03534423	0.008340171	0.0527911111111	0.00888888888889
0.02913849	0.004744546	0.0529111111111	0.00898888888889
0.03000968	0.007393621	0.0519911111111	0.00898888888889
0.0221594	0.004796725	0.0520111111111	0.00888888888889
0.03811353	0.005877822	0.052	0.009
0.03545925	0.004140178	0.05297	0.0089
0.03931134	0.006304561	0.0518777777778	0.00892222222222
0.03516664	0.004344904	0.0519	0.0089
0.02784555	0.005488763	0.0518133333333	0.00896666666667
0.03031398	0.00457091	0.053	0.009
0.03469825	0.00524774	0.0518222222222	0.00887777777778
0.03723914	0.004746356	0.0521466666667	0.00883333333333
0.03188521	0.00417712	0.0529555555556	0.00884444444444
0.03018046	0.005307526	0.0518566666667	0.00903333333333
0.03479213	0.005285126	0.0518444444444	0.00885555555556
0.01441423	0.004339967	0.0520777777778	0.00882222222222
0.02577948	0.004134317	0.0530955555556	0.00904444444444
0.02757691	0.003975255	0.0520888888889	0.00881111111111
0.02404554	0.007520736	0.0532733333333	0.00886666666667
0.03116503	0.002878543	0.0529022222222	0.00907777777778
0.02814138	0.004989921	0.0532666666667	0.00903333333333
0.0337251	0.005063089	0.0534866666667	0.00893333333333
0.02431088	0.006899571	0.0514155555556	0.00894444444444
0.03419276	0.003693279	0.0532555555556	0.00884444444444
0.03478537	0.004353512	0.052	0.0088
0.03454021	0.003729144	0.0532444444444	0.00905555555556
0.02648151	0.003346286	0.0519111111111	0.00908888888889
0.0233082	0.005771261	0.0526222222222	0.00877777777778
0.02027813	0.006817916	0.0526588888889	0.00911111111111
0.03345948	0.004983961	0.0514666666667	0.00903333333333
0.0289708	0.006108887	0.0521222222222	0.00877777777778
0.01997277	0.006357875	0.0514133333333	0.00886666666667
0.0408037	0.003167802	0.0519111111111	0.00878888888889
0.02973055	0.005778139	0.0535133333333	0.00886666666667
0.0167954	0.006965102	0.0530111111111	0.00878888888889
0.02683144	0.005010939	0.0536	0.0089
0.02306093	0.004946596	0.0536333333333	0.00896666666667
0.02332121	0.006500608	0.0521777777778	0.00912222222222
0.03533643	0.005095157	0.0537333333333	0.00896666666667
0.03287395	0.004907175	0.0537444444444	0.00895555555556
0.03260922	0.00554338	0.0513944444444	0.00905555555556
0.03386651	0.003871284	0.0521666666667	0.00913333333333
0.0331742	0.005235079	0.0531288888889	0.00911111111111
0.02288752	0.004382183	0.0534222222222	0.00907777777778
0.03615831	0.003438907	0.0534822222222	0.00907777777778
0.0315926	0.005887708	0.0515611111111	0.00878888888889
0.02610833	0.006226012	0.0512555555556	0.00884444444444
0.03756438	0.004734591	0.0535222222222	0.00907777777778
0.03185602	0.004543716	0.0518666666667	0.00913333333333
0.02892841	0.004524759	0.0535488888889	0.00881111111111
0.02860676	0.00629357	0.0538666666667	0.00893333333333
0.02789949	0.003794392	0.0511333333333	0.00886666666667
0.03452282	0.003728764	0.0529555555556	0.00914444444444
0.0293841	0.002902423	0.0536777777778	0.00882222222222
0.02200654	0.003573266	0.0524333333333	0.00916666666667
0.02756744	0.003543964	0.0525333333333	0.00916666666667
0.02884012	0.004856846	0.0537466666667	0.00883333333333
0.02416351	0.005558898	0.0536588888889	0.00881111111111
0.03195909	0.006936133	0.0509577777778	0.00892222222222
0.02609114	0.004223932	0.0539777777778	0.00892222222222
0.03118215	0.006921836	0.0518666666667	0.00873333333333
0.0297448	0.004449052	0.0530666666667	0.00873333333333
0.03018714	0.004893213	0.0509611111111	0.00888888888889
0.03262069	0.002713147	0.0520133333333	0.00916666666667
0.02834998	0.00326207	0.0524888888889	0.00871111111111
0.03573827	0.005652811	0.0524222222222	0.00917777777778
0.01848012	0.004635194	0.0539333333333	0.00886666666667
0.02818488	0.004814635	0.0519577777778	0.00872222222222
0.02393019	0.002678659	0.0527222222222	0.00917777777778
0.03414158	0.002946448	0.0527822222222	0.00917777777778
0.03137072	0.002876416	0.0508444444444	0.00895555555556
0.02419263	0.003776874	0.0515455555556	0.00874444444444
0.03054893	0.002928519	0.0534666666667	0.00913333333333
0.03515259	0.005841941	0.0512111111111	0.00878888888889
0.02949597	0.003931455	0.0510044444444	0.00905555555556
0.03037114	0.004503465	0.0508244444444	0.00895555555556
0.03397801	0.00479711	0.0536522222222	0.00877777777778
0.03391269	0.004317084	0.0508288888889	0.00891111111111
0.02151037	0.004906185	0.0508133333333	0.00896666666667
0.0179935	0.006936561	0.0538933333333	0.00906666666667
0.02951194	0.006032222	0.0522	0.0087
0.03102173	0.004692034	0.0540377777778	0.00902222222222
0.0306496	0.003502076	0.0535444444444	0.00875555555556
0.03570164	0.005435496	0.0528	0.0087
0.03431322	0.005687427	0.0507666666667	0.00893333333333
0.02527796	0.003947963	0.0529	0.0087
0.0307564	0.003907522	0.0541555555556	0.00894444444444
0.03111736	0.00368361	0.05238	0.0092
0.02702923	0.002762969	0.0540555555556	0.00884444444444
0.02586412	0.005443808	0.0512644444444	0.00875555555556
0.02934117	0.003041257	0.0513455555556	0.00874444444444
0.02850868	0.00571676	0.0532222222222	0.00917777777778
0.03358342	0.004785515	0.0537277777778	0.00912222222222
