root_height	pop_size	pi_net	pi_within
0.04185507	0.005503821	0.0704888888889	0.00891111111111
0.04211959	0.005533742	0.0706588888889	0.00891111111111
0.0351206	0.003584023	0.0708666666667	0.00893333333333
0.03073576	0.004041294	0.07078	0.0089
0.03562544	0.005399554	0.0703	0.0089
0.04366905	0.008305344	0.0699666666667	0.00893333333333
0.03644267	0.004625541	0.0705344444444	0.00885555555556
0.03733957	0.003096864	0.0706444444444	0.00885555555556
0.02956937	0.006063281	0.0699355555556	0.00894444444444
0.04139598	0.003949122	0.0711	0.0089
0.03882569	0.0092501	0.0701777777778	0.00902222222222
0.0421648	0.004340404	0.0708666666667	0.00903333333333
0.04052352	0.01539022	0.0704555555556	0.00884444444444
0.04071559	0.004625222	0.0704455555556	0.00904444444444
0.03563907	0.003135275	0.0706566666667	0.00883333333333
0.04168688	0.004315781	0.0709155555556	0.00884444444444
0.03611656	0.004357469	0.0707944444444	0.00905555555556
0.03914603	0.005632325	0.0702666666667	0.00883333333333
0.04166668	0.004646157	0.0713222222222	0.00897777777778
0.04003228	0.005280268	0.0700755555556	0.00884444444444
0.0430927	0.004022589	0.0704277777778	0.00882222222222
0.03294677	0.005366404	0.0703833333333	0.00906666666667
0.04139346	0.004112031	0.0711533333333	0.00906666666667
0.04122736	0.004360451	0.0715	0.009
0.03570554	0.005766128	0.0711577777778	0.00882222222222
0.03088613	0.004787251	0.0699277777778	0.00882222222222
0.04454959	0.003890155	0.0710988888889	0.00881111111111
0.04253981	0.004230255	0.0715022222222	0.00887777777778
0.03526978	0.004831378	0.0707111111111	0.00878888888889
0.05232119	0.003302276	0.0701011111111	0.00908888888889
0.02381355	0.005545129	0.07156	0.009
0.03792191	0.00198951	0.06952	0.0089
0.04609317	0.003526289	0.0694888888889	0.00891111111111
0.03985881	0.006305225	0.07158	0.009
0.03661	0.005124534	0.0711	0.0088
0.03891122	0.003031452	0.0695222222222	0.00887777777778
0.02502905	0.004798011	0.0716777777778	0.00892222222222
0.04572845	0.005393175	0.0713433333333	0.00906666666667
0.04861412	0.003792706	0.0715777777778	0.00902222222222
0.03826616	0.004494832	0.0702488888889	0.00911111111111
0.05182172	0.003731731	0.0712111111111	0.00908888888889
0.04424546	0.003730757	0.0712111111111	0.00908888888889
0.04307249	0.002934331	0.0715666666667	0.00903333333333
0.02783549	0.003937716	0.0705433333333	0.00876666666667
0.03540602	0.008308789	0.0717444444444	0.00895555555556
0.02943443	0.005322438	0.0717666666667	0.00893333333333
0.04248104	0.007820955	0.0702333333333	0.00876666666667
0.03415984	0.005088958	0.0708777777778	0.00912222222222
0.04601424	0.003170833	0.0700222222222	0.00877777777778
0.0292412	0.005566025	0.0715444444444	0.00905555555556
0.04458894	0.007642573	0.0718155555556	0.00894444444444
0.03759517	0.006040058	0.0694366666667	0.00903333333333
0.03375011	0.005904251	0.0718177777778	0.00892222222222
0.03268201	0.004831189	0.0692811111111	0.00898888888889
0.03959211	0.006432621	0.0716855555556	0.00904444444444
0.03943187	0.004697954	0.0699777777778	0.00912222222222
0.04022794	0.005467835	0.0696111111111	0.00908888888889
0.03748434	0.004657918	0.0691955555556	0.00894444444444
0.04546999	0.003987107	0.0717555555556	0.00884444444444
0.03241601	0.007056022	0.0711666666667	0.00913333333333
0.04014924	0.005828028	0.0706444444444	0.00915555555556
0.03761691	0.007519621	0.0696822222222	0.00877777777778
0.02583365	0.003778034	0.0717666666667	0.00883333333333
0.03852493	0.00870214	0.0703666666667	0.00873333333333
0.04927982	0.003395077	0.0718933333333	0.00886666666667
